Unnamed: 0,Comment,Rating
12091,Good mobile,5
12092,"charger heating problem issue
over all phone is ok
back camera amazing",4
12093,infinix hot 10s nice,5
12094,Super phone .in best price,5
12095,Nice,5
12096,"Pros
Nice look
Nice battery capacity
Nice camera
Big Display
Cons
Not Type c cable
Pre install Apps",5
12097,Very happy with this good product,4
12098,Best phone,5
12099,Totally best ❣️,5
12100,"Very good experience
I was a value for money phone..
Nice performance
The big hilight is battery
Its awesome...... 👍👍👍👍👍👍 For infinix..",4
12101,Best.... Outstanding....value of money😍😍🤩🤩,5
12102,Best look and i like it,5
12103,"Excellent one..
I brought two set..
Both are working great",5
12104,Product is good,5
12105,Nice,5
12106,"Good permance
Good Battery Backup
Camera quality good",5
12107,This phone is just awesome .if you want to buy a phone with large battery and ram then you are at the right place .this phone has multiple options for gamer including triggers .and if camera matters for you then you can go to moto G30 that is also a beast .,5
12108,Awesome mobile.....Thank you...Infinix...😍,5
12109,Great mid range smartphone,5
12110,Average performance,4
12111,Nice,5
12112,Better than expectations,5
12113,Excellent,5
12114,"Really good product under this price range. Gaming can be done easily. Upto 3 days battery life in normal usage.
But there is a certain problem in the display. Display is not that much good. Although Display comes with 90hz refresh rate, but touch speed is too/very much slow.",3
12115,Just about 5hrrs get it delivered. Till now the phone performing very good.,4
12116,"Usually I don't review any items but this device deserve this....all five star xcept battery...as I am a gamer so most need is of battery....for people who don't do gaming this is beast under 11K.....
Thanks Flipkart...🥰❣️",5
12117,This product is very good and nice product...,4
12118,Camera 48 megapixel,5
12119,Good phone for gaming.....😀😀😀😀😀😀,3
12120,Nice product,5
12121,very smooth phone,4
12122,I love it,5
12123,I like the phone.. If you like big display phones.. You can buy it.. Value for money.. 😘❤,5
12124,Value of Money 💕,5
12125,Average,4
12126,Best product infinix hot 10 s is the good phones,5
12127,"First impression
1)worth for money
2)awesome look
3) best of best in first impression",5
12128,Amazing' product for gaming and price,5
12129,Most phone,5
12130,Very Good Phone,4
12131,Super Bro,4
12132,Super,5
12133,Spr,5
12134,All over its ok ... But only ther is a problem of charging ... It takes at least 3 hrs for full charge . Bcoz it dont have fast charging adapter and it dont support type C,3
12135,Video quality is not ok and rest of specifications ok,3
12136,"Nice phone ...
external SD can be used as internal storage..
.camera colour production is natural...
Overall good budget phone...",5
12137,very nice velue phone thank infinix and,5
12138,BEST,5
12139,Very nice mobile 📱👍,5
12140,Good protect,5
12141,"Front camera very good,,,back camera not too good but ok,,,batterry backup good,,,vedio quality modrate,,,,charger old type.........SOUND IS NOT GOOD...............GAME LACK LIKE PUBG ...FREE FIRE",4
12142,Good,3
12143,Nice,5
12144,Charging very slow,3
12145,"Very good performance, best quality perform when front camera too upgrade other things are ok.",4
12146,Best infnix Mobile love 💗,5
12147,Nice ph,5
12148,Nice,4
12149,Good in small budget,5
12150,Good products,4
12151,Good,5
12152,SuperB Mobile Set 💖💖,5
12153,"Awesome Phone
Power ful b..
Good camera",5
12154,Delayed gyroscope which results in poor gaming experience and me personally don't like ur no return policy and will not purchase any thing in future from Flipkart,1
12155,Super,5
12156,"6 gb ram. Like not working.
Hanging. Advertising must be high problem.
We choose the infinix is my bad luck.",1
12157,Very nice product,5
12158,"Not C pine charger, D type, and not a fast charger. Don't give wrong information. Not a speed charging. Really bad opinion.",3
12159,Good product value for money speaker in not.good,4
12160,Very smart this smartphone. 6gb ram 64 rom and 48mp camera and Big battery life 6000.,5
12161,Excellent,5
12162,"Watsup cemra is not good,betri be up is good selphi cemra and flace light is good",4
12163,Rear camera good ... Front camera not well... Battery good .. value for money,4
12164,Good,3
12165,All over good but only one problem.free fire game not support full display,5
12166,Good camre Quality,5
12167,Good product. Value for money product.,5
12168,Satisfactory,5
12169,"Great Phone At This Price Range...

Camera :- Front :- Average , Back :- Excellent ;
Battery :- Very Nice ;
Gaming :- Great ;
Display :- Big and HD.",4
12170,Nice phone type c missing 10 watt charger in box but phone support 18w fast charging timely delivery thanks flipkart ......,5
12171,"Excellent mobile this price... battery is too good.. display is very nice.... performance is very good..back camer super night mode very very very excellent ..I feel front camera is excellent over all very excellent performance must buy I am really happy this mobile... infinix will rule mobile World in future....
Wonderful

Very nice phone with nice battery life... I love the big display...",5
12172,"The mobile is good in this range
Pros:
6gm ram
90hz the screen experience is so good
Battery is so much long Lasting .For an normal user it lasts for 2 days atleast
Cons:
10w adapter it takes more time for full charge
Camera better quality is expected with front camera
Some apps are not working with full screen i.e display of notch area",4
12173,Best product infifinix hot 10s I am very happy and best price the money,5
12174,This is the best mobile in the price segmant but I am not satisfied with the battery by 90 hzt it may last 10 hours only on having uses but this phone is ok for light and everything I use it daily around 6 hours online classes its and 58% only it is a good phone go for it,5
12175,"A good phone but specifications and mentioned performance is not good.

Charger heating to much
Ram shows 6gb but work as 4gb ram phone.
Most of the memory space used by the phone as compare to other devices.

Good for price, but didn't expect it will work as mentioned specs.",2
12176,"""Value for Money"" this phrase duly explains this mobile device.
Stunning smooth display
Infinix XOS (android 11) is out of this world
Phone looks classy I opted for 95° black
Perfomance is more than enough (for me, I'm not a phone maniac)
Camera is above expectations at this price
Battery life awesome, I bought my phone 2 July and only charged 3 times till now.
External SD card can be used as internal storage.


As I said, there is no other phone in the market with this price supported with t...
READ MORE",5
12177,"i buy this phone for battery backup and i am fully satisfied for that, also its performance is too good smoothly working with mustitasking, the plus point is also having flash lights in front pannel for video calls in dark.",5
12178,I love the phone the size of the screen is very big and the look is awesome .u will be in love with the forst look with phone,5
12179,Really awesome phone. It is just like Chotta packet bda dhamaka. I really like it especially it's performance and full HD+ display. I really like it,5
12180,"Delivery was so quick, product is as expected, camera is best for this price range, processor is super fast, battery backup is sufficient for 2 days, look is classy, finger print sensor and face detection is so fast what else you need !!",5
12181,"Mind-blowing purchase

I'm very happy redmi 9 prime very best smartphone and velue for money.
Delivery man behaviour very good man
And flipkart service very good and flipkart family happy family",5
12182,Excellent Camera Quality Picture Under 10000 Best Smartphone After Doing It After 8 Days I Am Giving Review Battery Backup Very Good Normal It Will Say In 4 Days Everything Is Good In This Smartphone.,5
12183,"I've been using this phone for about 2 months... It's really great but it still needs a little bit improvement in camera, and display...And the battery performance is unbeatable... Front camera is great... And I'm not sure if this fault is only in my phone but WiFi is not connecting properly... Most of the time, WiFi lacks in my phone...
I bought this phone for online classes, and it works well...

FYI: If you need a phone for daily use with awesome battery, then you can go with this...
Th...
READ MORE",5
12184,"Good Mobile for gaming, nice display, at this price point it's a good camera 📷 (mega pixels doesn't matter, nice colour production) at this budget its a good Mobile",5
12185,"Very nice phone, performance is excellent,, I see the phone i am quite because it's very good product and good delivery I love this❤❤❤",5
12186,"On this budget it is worthy to buy this phone. I have received this phone 3 days back. Too early to give detailed analysis but, so far, I am satisfied. My previous Redmi 7A was also excellent and being a Xiaomi product I am confident that this will prove the same way.",5
12187,"Superbly great product in this price range. Camera is quite good, not great but good, compensated by great gaming experience... If you are a gamer with low budget, this phone is for you... Smooth, fast, clasic and attractive. Loved it❤",5
12188,To give a proper review I used the product for almost a week now. The Camera and its features are good but can't be compared with high resolution Camera phone. The speed of its processor is satisfying. The screen resolution is okay. The best thing is the screen width. Very big screen which is good and useful in many ways. Overall I am quite satisfied. I would recommend it as a low budget phone in this market.,4
12189,Really awesome phone. It is just like Chotta packet bda dhamaka. I really like it especially it's performance and full HD+ display. I really like it,5
12190,"Delivery was so quick, product is as expected, camera is best for this price range, processor is super fast, battery backup is sufficient for 2 days, look is classy, finger print sensor and face detection is so fast what else you need !!",5
12191,"Mind-blowing purchase

I'm very happy redmi 9 prime very best smartphone and velue for money.
Delivery man behaviour very good man
And flipkart service very good and flipkart family happy family",5
12192,Excellent Camera Quality Picture Under 10000 Best Smartphone After Doing It After 8 Days I Am Giving Review Battery Backup Very Good Normal It Will Say In 4 Days Everything Is Good In This Smartphone.,5
12193,"I've been using this phone for about 2 months... It's really great but it still needs a little bit improvement in camera, and display...And the battery performance is unbeatable... Front camera is great... And I'm not sure if this fault is only in my phone but WiFi is not connecting properly... Most of the time, WiFi lacks in my phone...
I bought this phone for online classes, and it works well...

FYI: If you need a phone for daily use with awesome battery, then you can go with this...
Th...
READ MORE",5
12194,"Good Mobile for gaming, nice display, at this price point it's a good camera 📷 (mega pixels doesn't matter, nice colour production) at this budget its a good Mobile",5
12195,"Very nice phone, performance is excellent,, I see the phone i am quite because it's very good product and good delivery I love this❤❤❤",5
12196,"On this budget it is worthy to buy this phone. I have received this phone 3 days back. Too early to give detailed analysis but, so far, I am satisfied. My previous Redmi 7A was also excellent and being a Xiaomi product I am confident that this will prove the same way.",5
12197,"Superbly great product in this price range. Camera is quite good, not great but good, compensated by great gaming experience... If you are a gamer with low budget, this phone is for you... Smooth, fast, clasic and attractive. Loved it❤",5
12198,To give a proper review I used the product for almost a week now. The Camera and its features are good but can't be compared with high resolution Camera phone. The speed of its processor is satisfying. The screen resolution is okay. The best thing is the screen width. Very big screen which is good and useful in many ways. Overall I am quite satisfied. I would recommend it as a low budget phone in this market.,4
12199,"This phone is not like mi phones. Build quality is very low. I am used xiaomi 3s prime, note 4, note 5 pro. But build quality of this phone is not like mi phone. All rear camera is not set in center. Camera flash is not good. Display and tuch is also not good. This phone is like a local phone.",2
12200,"Very nice mobile phone
Value of money best camera
And best sound nice 🙂 nice
❤️💛❤️💛❤️💛❤️💛💛💛.",5
12201,"The only problem with this phone is the camera, the image processing is so trash that it ruins the point of having a good sensor . Stay away from this phone if camera is important to you. However , all other features are pretty good at this price point . The battery lasts for long hours, the display is decent, the phone does not hang at all, mi ui is becoming more and more polished as the days pass by. Overall great buy at this price point if camera is not a deciding factor for you. Otherwise...
READ MORE",4
12202,"I'm very happy redmi 9 prime very best smartphone and velue for money.
Delivery man behaviour very good man
And flipkart service very good and flipkart family happy family",5
12203,Is a good phone but comes with blaowares like mi pay other blaoware that you can't uninstall battery backup is good but charging is not good 10w chargerbin the box phone supports 18w but you have to purchase differently,2
12204,"If you looking for low budget i think it is best one.
Battery is good long lasting and rear camera is pretty Good. Display is amazed. Mostly I like the rear camera Designing it's awesome.",5
12205,Nice product camera ?? good but not very good gaming mode also good,5
12206,Nice phone at this price with good back camera but front camera need sone improvement otherwise performance is very good,5
12207,"Mobile is very good for daily basis use..Looking good..Battery good..No hang or heat problem.mobile is slim, display is big,sound quality is good,camera ok,video call picture,day light picture quite good, night capture picture average to good..Overall value for money..I have gifted this mobile to my Mom,and she is very happy with this phone.I always like Amoled display but in this budget expecting a amoled display is difficult to get.",5
12208,"Bought it 4 days ago. Phone is simple and elegant in design. Good camera, best battery and smooth performance. No heat problem is perceived. Worth for every penny you spend!!!",4
12209,"This mobile is very important for online classes and it supports free fire in high graphics and COD in low graphics
Overall this mobile very good in terms of its costs",5
12210,Nice phone and just amazing look amazing great product. Just go for this,5
12211,"Wow.... Awesome product
Battry backup is too Good.
Value for Money is Also good
This product very nice prise.
This product is also use middle class family",5
12212,"I loved it best in market
Battery backup excellent
Camera highlights
No hanging issues
I don't play games so it's never hangs or slow too
I'm so happy by redmie ..

Thank you flipkart
And seller for good condition new product...",5
12213,"Really fantastic phone with varied new features. Fast user friendly features. 64gb hard disk is an added advantage of this phone in this price. Battery back up is great. No heating has been experienced till date after using it for last 4 months. Looks is great. Very handy.

Definitely recommend anyone for this phone.
Overall its a great choice. Very happy with the phone.
The colour is bicolour just the same as you can see in the picture on the app.",5
12214,"It's very good quality and performance is the best
Camera good
Baitry best
Performance osm 😍😍😍😍😍😍😍😍",5
12215,"I got it today. It was good and fast delivery. Audio quality is decent. Obviously very good at this range. I will upload my review after 1 month of usage.
It's a very good headset go for it!",5
12216,Nice phone ....gifted it to my mother she loved it....as she is not a hard user of mobile phones so this one is good for her and very user friendly,5
12217,"I am user of redmi 6 , comparing I only like the latest version of redmi so definetely redmi 9 is my better choice...started only using it....hope it will be best than redmi 6 by all means...",5
12218,"NOBODY SHOULD BUY THIS WASTE PHONE
The phone calling and whatsapp video calling does not work properly. The phone usually gets one way and in the whatsapp video calling, it is stuck in the 'Connecting' stage only and does not work further until the phone is restarted. The primary function of a phone is calling (audio or video). If this does not work properly then, the phone is a pure waste. Nobody should buy it. I bought the phone after I found out about its good features. I won't recommend a...
READ MORE",1
12219,"This phone performance like a gaming phone i play free fire and pubg on ultra graphics there is no lag the camera is 13 MP but his camera performance like a 48MP camera , his battery is very good",5
12220,"Everything is well, Except Camera Quality.
Not Happy with Camera Quality.
Request to work on that and give proper update to improve current Camera quality.",5
12221,Nice phone with very good features under 10000 eill recommend u buy this it's really good colour and good in performance too and battery life is also good .,5
12222,"I bought this for my mum and it's great she likes and good performance. I've played some games the performance is decent, decent camera and everything is good at this price point this is very good from Mi",4
12223,"As a student i have buy this phone i am writing this review after 3 month of usage.
The phone has amazing display compared to another smartphone.also it hasa good battery life with amazing features.

I like this phone you can buy this this smartphone.it is excellent.",4
12224,"Good for normal usage, display can be better, soo much bad display for outdoor usage, battery performance average but can be better, Need to soo much work in camera, camera is only good for outdoor, design is good feel good in hand, color design is also good looks good while holding in hand.. My opinion is if you have little bit more money you should go with other phones",4
12225,"Good choice , sturdy design and decent spec for day to day use and slightly more, it has a gaming processor so it can pull off more than just casual tasks, not recommended for heavy gaming such as CODM, or Genshin impact, pubg is managable with mid graphic settings, amazing battery , decent camera ,13 mp takes nice snaps ,but not for photography centric users, better options are available, fast charging is there 18watts, good audio and decent display.. over all its good choice for rough and d...
READ MORE",4
12226,Very good mobile at this price...No lagging and no heat issue...Battery back up is good and a decent camera..Back cover is good and not smudgy but need a tempered glass in the front...,4
12227,Redmi 9 prime is the best 👍💯 mobile in segment. Good feature in minimum range. The main highlight of this mobile G80 gaming prosesser. Big battery🔋 and hd+display. I love ❤this phone ang redmi brand...,5
12228,Mobile is awesome in this price total worth. Go & buy if u require a mobile phone. Phone performance is very good camera is average baterry is fine display is fine as well,5
12229,I am using REDMI note 7 pro. This 9 Prime model is taken for my wife. I have found two negatives in this when compared with note 7 pro. Camera is not so good but average only. Display also a little bit dull. The display is good in my note 7 pro. But this model's display is not so good with lack of contrast. I tried all the settings related to display but no use. We can increase brightness but it is missing sufficient contrast. I don't say the battery and performance are excellent but quite OK.,3
12230,Guyz plzz dont buy this..mobile if u are looking for good game performance.because gyroscope is not work properly u cant play any game tilt is so delay..,1
12231,"Value for money product ... Full hd display , good battery backup , camera need improvement , otherwise a very good product in this price range ...",4
12232,"It is very good smartphone because in it battery backup is excellent . I am happy with flipkart. my experience with flipkart was very good . I love it product's . This smartphone has password , face lock and fingerprint lock so I am also happy because it is very pretty and value for money",5
12233,"Awesome 👌
Nice
Unbelievable
Price good
10500
Thank you 😊flipkart
Best phone in this price
4rear camera superb working
1selfi camera best 💪working
In this price parfact phone
😊thank you flipkart
Best phone market
Same redmi note 8pro
Good looking phone
Fast charging support
2hour 43minet full charge
Best phone in the price best phone
Perfect",5
12234,Very good performance .... Camera quality is superb and battery backup is also good ...i must say best phobe in tjis price ...must buy 👍🏻💯,4
12235,Nice phone camera is not too good and fast charger not available in box that's I don't like it over all it's a budget phone .,4
12236,Nice,5
12237,Good product...,4
12238,The performance is too good. The best phone in this prize.,5
12239,I'm loving the brand,4
12240,Nice product,5
12241,Nice,5
12242,Real cemra picture it's nice 🙂,4
12243,Super,4
12244,Thank you MI nice mobile,4
12245,Highly Recommended and also thnx to Flipkart for fastest delivery,5
12246,Super,5
12247,Nice value for money💵,5
12248,Nice mobile in this price..,5
12249,Nice 🙂,5
12250,"Value for money , exlent performance,but camera is not good, battery life awesome ,game runs perfectly all rights totally i am happy 😃😃🥰🥰🥰",4
12251,Awsome product,5
12252,Good product,5
12253,Good quality,5
12254,Nice phone,4
12255,Budget phone,4
12256,"superb handset Excellent camera , thank you flipcart tm",5
12257,Nice phone under this budget. Previously I was using stock Android and that future was better. In these modified androids there are a lot of unnecessary pop up and permissions grants required. Overall nice cameras and display.,5
12258,Nice product,5
12259,"The phone is not bad , except the camera everything is good , this review is about Flipkart & it's return policy which is totally against the customer , my unit has some issue , the WiFi is intermittently losing connection & I have to manually switch it of & then on , also often the other end caller is unable to hear my sound clearly , Flipkart rejected my return / replacement as their technician & ridiculous app was not able to diagnose the issue , being a loyal customer I am warning everyo...
READ MORE",2
12260,This Phone are osm,5
12261,"Good phone at this budget, but camera quality is not good.",3
12262,Good phone and battery backup was so good,5
12263,Best phone redmi 9 prime,5
12264,Very nice product,5
12265,Just wowwwww this phone and camera 😍😍😍😍😍😍😌😌😌😌tqq flipkart... It is my father birthday gift 😌😌😌😌❤️❤️❤️❤️❤️❤️,5
12266,One of best phones in this price range,5
12267,Value for money,4
12268,"Picture quality 2 good 👍 this price and battery stand by 3 day
Music and videos battery lagatar 9 hour
And over all this mobile is 👏",5
12269,Great,5
12270,Good product & on time dilevery 🙂 tq flipkart,5
12271,Amazing love it,5
12272,Super,5
12273,Nice phone,5
12274,Good smart phone in this price,5
12275,Wow amazing ❣️,5
12276,Good valuable for money,5
12277,"Perfect
Value for money ...",5
12278,Average performance,3
12279,Value for money,4
12280,Good product,5
12281,Just wow.. Got a free guard and cover.. Must go for it cheap and excellent,5
12282,Phone is awesome,5
12283,Best mobile phone on this budget,5
12284,Really Osm,5
12285,"King prime💛
Really so nice performance helio g80...... No words to explain design quality. Phone cover also provided is more good.
Camera filters are so peaceful 👍 long time battery...👍",5
12286,Superb,5
12287,Nice products 👍 nice camera 👍,4
12288,Best Redmi smartphone,5
12289,"This phone is not like mi phones. Build quality is very low. I am used xiaomi 3s prime, note 4, note 5 pro. But build quality of this phone is not like mi phone. All rear camera is not set in center. Camera flash is not good. Display and tuch is also not good. This phone is like a local phone.",2
12290,"Very nice mobile phone
Value of money best camera
And best sound nice 🙂 nice
❤️💛❤️💛❤️💛❤️💛💛💛.",5
12291,"The only problem with this phone is the camera, the image processing is so trash that it ruins the point of having a good sensor . Stay away from this phone if camera is important to you. However , all other features are pretty good at this price point . The battery lasts for long hours, the display is decent, the phone does not hang at all, mi ui is becoming more and more polished as the days pass by. Overall great buy at this price point if camera is not a deciding factor for you. Otherwise...
READ MORE",4
12292,"I'm very happy redmi 9 prime very best smartphone and velue for money.
Delivery man behaviour very good man
And flipkart service very good and flipkart family happy family",5
12293,Is a good phone but comes with blaowares like mi pay other blaoware that you can't uninstall battery backup is good but charging is not good 10w chargerbin the box phone supports 18w but you have to purchase differently,2
12294,"If you looking for low budget i think it is best one.
Battery is good long lasting and rear camera is pretty Good. Display is amazed. Mostly I like the rear camera Designing it's awesome.",5
12295,Nice product camera ?? good but not very good gaming mode also good,5
12296,Nice phone at this price with good back camera but front camera need sone improvement otherwise performance is very good,5
12297,"Mobile is very good for daily basis use..Looking good..Battery good..No hang or heat problem.mobile is slim, display is big,sound quality is good,camera ok,video call picture,day light picture quite good, night capture picture average to good..Overall value for money..I have gifted this mobile to my Mom,and she is very happy with this phone.I always like Amoled display but in this budget expecting a amoled display is difficult to get.",5
12298,"Bought it 4 days ago. Phone is simple and elegant in design. Good camera, best battery and smooth performance. No heat problem is perceived. Worth for every penny you spend!!!",4
12299,"One of the best mobile this price range please buying
Working good 5/5
Camera good 4/5
Battery 5/5 but fast only 10w but support 18w please change the charge 18w",5
12300,Vary nice 🙂🙂🙂 phone good battery life and display is good phone speed good 🙂🙂🙂,5
12301,Wow all are gud In this beautiful 📱. Past 10 days using after I will give this review. I love d battery life superb 👌👌👌👌👌. Mobile battery was stand one day for using back. So thnks for it.. love it 💕,5
12302,"Best phone under its price range.
I have also used the infinix hot 10 and this phone is the best successor of it.
At end both these smartphone are good.
I have both these - Infinix hot 10s & Infinix hot 10 .",5
12303,Very good phone. Processor is good in this range. Display is also good. This phone is good for gaming.,5
12304,"Hi,

First thanks to flipkart to deliver the product within 48hrs...

This is very good Phone .. I just used one day backup is good... Decent Camera picture clarity but need to improved... Display is good clarity and big display.... no heating and no lagging issues.. many default apps... Interface is excellent and faster and smooth

Very useful for gamers... I am using for only my professional.so it's much better for me....

Value for money.. recommend to buy this product",4
12305,"I ordered this on 27 may at 12:00 o'clock
Awesome phone at this price range,
Rear camera 2/5
Front camera 1/5
Battery 4/5
Display 5/5
It took 3 hours for full charge.
Everything is nice about this ph except camera,I am very disappointed from the camera quality ,there is nothing like 48 mega pixel of rear camera.and selfie camera is also not good.i had use redmi y3 whose rear camera was 13 mega pixel which was very nice compare to this 48 mega pixels.
Overall very nice phone ,nice design .
Th...
READ MORE",3
12306,"This model has a call quality issue.and 90hz display is really good. At this price point g85 processor with big battery and big display is really good. Students can opt for it for study purpose.display brightness is much better than other handsets. It seems infinix has used a high quality display pannel.... I have purchased it for someone. I m redmi note 10 pro user so I can tell about display quality and speed..... Go for it blindly if u have a budget in this range
@free fire is running goo...
READ MORE",4
12307,This phone is Very good and Battery prosser is too good and Camera quality is too Awesome 😎😎😎😎😎😎😎 this was Nice Prosser,5
12308,"👉This is a awasome camera phone with 48 mp tripal camera sensor 👌🏻👌🏻👌🏻👌🏻
👉Best 90 hz display refresh rate 😍😍
👉Osm value for money smart phone 💯💯
👉This is a good product for pubg lovers 🤠",5
12309,"One of the best mobile this price range please buying
Working good 5/5
Camera good 4/5
Battery 5/5 but fast only 10w but support 18w please change the charge 18w",5
12310,Vary nice 🙂🙂🙂 phone good battery life and display is good phone speed good 🙂🙂🙂,5
12311,Wow all are gud In this beautiful 📱. Past 10 days using after I will give this review. I love d battery life superb 👌👌👌👌👌. Mobile battery was stand one day for using back. So thnks for it.. love it 💕,5
12312,"Best phone under its price range.
I have also used the infinix hot 10 and this phone is the best successor of it.
At end both these smartphone are good.
I have both these - Infinix hot 10s & Infinix hot 10 .",5
12313,Very good phone. Processor is good in this range. Display is also good. This phone is good for gaming.,5
12314,"Hi,

First thanks to flipkart to deliver the product within 48hrs...

This is very good Phone .. I just used one day backup is good... Decent Camera picture clarity but need to improved... Display is good clarity and big display.... no heating and no lagging issues.. many default apps... Interface is excellent and faster and smooth

Very useful for gamers... I am using for only my professional.so it's much better for me....

Value for money.. recommend to buy this product",4
12315,"I ordered this on 27 may at 12:00 o'clock
Awesome phone at this price range,
Rear camera 2/5
Front camera 1/5
Battery 4/5
Display 5/5
It took 3 hours for full charge.
Everything is nice about this ph except camera,I am very disappointed from the camera quality ,there is nothing like 48 mega pixel of rear camera.and selfie camera is also not good.i had use redmi y3 whose rear camera was 13 mega pixel which was very nice compare to this 48 mega pixels.
Overall very nice phone ,nice design .
Th...
READ MORE",3
12316,"This model has a call quality issue.and 90hz display is really good. At this price point g85 processor with big battery and big display is really good. Students can opt for it for study purpose.display brightness is much better than other handsets. It seems infinix has used a high quality display pannel.... I have purchased it for someone. I m redmi note 10 pro user so I can tell about display quality and speed..... Go for it blindly if u have a budget in this range
@free fire is running goo...
READ MORE",4
12317,This phone is Very good and Battery prosser is too good and Camera quality is too Awesome 😎😎😎😎😎😎😎 this was Nice Prosser,5
12318,"👉This is a awasome camera phone with 48 mp tripal camera sensor 👌🏻👌🏻👌🏻👌🏻
👉Best 90 hz display refresh rate 😍😍
👉Osm value for money smart phone 💯💯
👉This is a good product for pubg lovers 🤠",5
12319,"Overall good but nothing too muche! Camera not so good like 48mp! Display 5.89 Inc big but light and video quality to Low, Battery parformen fine😉 , just ok",2
12320,"Not so good. previously I used INFINIX NORE 5, a far more better fone than this. Camera is said to be 48 MP, but its an eye wash. Camera is very bad, Front camera is just like 2MP era. Battery is much hyped, NOTE 5 battery was 4000mah and went far long than this one's so called 6000mah. So dont go for this mobile, you will be frustrated.",1
12321,"Use full battery life is to good camera are also perfect
Refresh rate is better but one things that is phone not charge fastly although everything is perfect.",5
12322,After use of 1 week I am totally satisfied with this phone.Everything is awesome in worth for money 👍 If you r searching for budget smartphone you can go with this...👍🏻,5
12323,"Truly appreciate !💯🔥👍
Very big display....... superb Quality
Battery backup is decent.
90 hrz give extra fun & the camera is really nice..... 48 mp capture very very sharp photo so the color is dull other, wise camera is decent!
Thanks to INFINIX HOT 10S !! 😍😍",5
12324,"Nice phone totally worth it best in the segment i bought this for my mother and she is very happy with this phone. Battery life is amazing can give 2 days backup easily. but charger is only 10 watt not 18w so it takes almost 3 and half hour to full charge.camera is decent. performance is top notch in this price G-85 is true beast. only con of this phone is hd display not full hd and there is no type c port it still using type a in 2021.Hd display can be justified according to the price but no...
READ MORE",5
12325,Super quality phone. Smooth touch. Nice camera. Heavy battery. Screen size is big. Totally a charming product. I am too much happy. Thanks to Infinix Company.,5
12326,"Battery is good, display is good.
I like a lot it isa very nice moddle look wise also too good camera quality is also too good. Thank you so much Flipkart.",5
12327,"Phone is superb
But it would have been better if the fast charging was given and if the camera section is improved by replacing the 2MP & AI otherwise the phone is very good at this price range.
Battery is very good, Display is awesome .",5
12328,"It's the best spec overloaded phone under 10000 budget.
It's has a large display that you can watch movies play games just experience like a gaming PC. It has absolutely ultra smooth display of 90Hz refresh rate . I love this phone. INFINIX is know what we need.
But it has a demerit of HD+ display but it's not so big deal. I have run PUBG Mobile around 8 hours non-stop and the battery still left 15% if buy this phone you will not regret yourself.
Best mobile in 10,000.
👌👌👌👌👌



LOVE You ...
READ MORE",5
12329,"After 5 days used Super cool photos in 48mp, selfie also good, and videos, super fast operating , beautiful design, gaming phone,6000mh battery super lasting, thex infinix",5
12330,Everything is good but network issue for 3rd party app..........means YouTube Google etc are working with net smoothly but flipkart other educational apps are not working properly after having Excellent network also.,4
12331,"Phone is awesome , firstly I like gaming prosser..what a prosser it's amazing....I suggeste to every gaming lover to buy this amazing phone ♥️
Phone's camera is also good and touching is like a real feel🌻.
I give 10/10 rating this phone ♥️",5
12332,"By far the best in this price segment.

Two flash in front and one at the back
Apart from camera everything good camera is not that worst but its averagely good.

Overall a complete satisfactory package in this budget segment.

When I bought I was worried because its a new company and not that trust worthy so was not sure whether to trust its specifications but now its been a week and everything is working fine.


Also for gamers I tried playing call of duty it works very smoothly on minimal...
READ MORE",5
12333,"Best phone in this particular budget..
Camera 📷 is good but it could be better
Battery performance is excellent n impressive...
Internal Memory could be more in this budget...
On the whole recommendable phone with good features....",4
12334,I use real me mobile which gives strong build quality but I bought an mobile for wife of infinix hot 10 which I noticed super cool than I bought this for my self infinix hot10s which has more smooth touch experience and really infinix gives more valuable features compare to their price than any other mobile company. The front camera flash is awesome which is very usefull specially for night time selfie keep it up infinix,5
12335,"Infinix is all time Superb mobile.
It provides its own UI along with ANDROID version.
It has its won XOS UI . In XOS we can observe many future. The recent Future is SOCIAL TURBO. it gives Beauty cam for WhatsApp and a lot.
And it is provided front 2 flash it's extraordinary..

Back flash.. front 2 flash most of the mobiles never provide.

Infix mobile battery is ammazing and extraordinary.

I am waiting for 32mp front and 64Mp back
Or 48Mp front 108Mp back camera mobile in infinix with 5G ...
READ MORE",5
12336,"Detailed review after using a day as received today.

Pros_
1. Display resolution and quality is pretty balanced.
2. Xos is quite easy and handy to use.
3. Battery performance is excellent.
4. Camera quality is Excellent just satisfied me.

Cons_
1. Charger is 10W only. ( It took almost 3 hours to charge 100% ).
2. Night camera performance is average. ( Not cons for me but it should be slightly good yet).
3. 90hz smoothness might me more better ( but though under 10 it is understandable)
4. H...
READ MORE",5
12337,Very satisfied on buying Infinix hot10S.Good battery backup lasts upto 1.5 days for even heavy use.Camera is pretty good at this price range.Not for heavy gamer but good speed for all other functions.Overall loved it.,5
12338,"Mobile is good but camra is ok not good and not very bad
Just ok
Overall mobile is good 👍",4
12339,"The quality of my earlier purchase of Infinix Note 4 mobile which was made in Hongkong China,was much more superior and excellent than my recent purchase of Indian made Infinix Hot 10S mobile....Go for only Made in China mobile instead of buying made in India mobile for better quality as well as the performance......",5
12340,"Is it good on display but camera is not good over all this phone get in 10k not worthy I am thinking...
Can any one buy this phone just read all specifications then buy on Flipkart. Thank u....",3
